1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q4,996085,843150,843150,0,146483,4547,4547,0,2726,2726,0,6285,6285,0,8925,0,36,0,0,0,1377,1377,0,29499,29499,0,93088,93088,0,6452,996085,791494,24109,0,0,0,2131,64,14600,12986,61456,0,5800,46082,6337,0,1509,0,29517,989633,0,0,0,ND
1969:Q1,946300,803399,803399,0,136385,3964,3964,0,2143,2143,0,6294,6294,0,8707,0,31,0,0,0,843,843,0,31451,31451,0,82952,82952,0,6516,946300,745190,25548,0,0,0,2137,64,14129,12893,60813,0,6091,43798,6005,0,1034,0,28598,939784,0,0,0,ND
1969:Q2,907895,774485,774485,0,126673,3628,3628,0,4022,4022,0,5342,5342,0,8696,0,21,0,0,0,578,578,0,35091,35091,0,69295,69295,0,6737,907895,707585,26502,0,0,0,2189,64,13826,12966,60925,0,6458,41803,5997,0,1685,0,27895,901158,0,0,0,ND
1969:Q3,882607,743955,743955,0,131889,3993,3993,0,3862,3862,0,8913,8913,0,8565,0,27,0,0,0,516,516,0,34750,34750,0,71263,71263,0,6763,882607,686177,27077,0,0,0,2223,68,13244,12751,59756,0,6699,40914,5905,0,1160,0,26633,875844,0,0,0,ND
1969:Q4,840609,705075,705075,0,128581,3511,3511,0,3565,3565,0,8089,8089,0,8587,0,18,0,0,0,478,478,0,35168,35168,0,69165,69165,0,6953,840609,638984,28569,0,0,0,2303,72,13300,13157,61425,0,7300,40857,6011,0,1870,0,26761,833656,0,0,0,ND
1970:Q1,815012,677754,677754,0,130509,4026,4026,0,3314,3314,0,8434,8434,0,8077,0,21,0,0,0,626,626,0,38530,38530,0,67481,67481,0,6749,815012,614908,28802,0,0,0,2349,76,12964,13164,61339,0,7750,40995,5654,0,1015,0,25996,808263,0,0,0,ND
1970:Q2,648418,541846,541846,0,100859,3043,3043,0,2469,2469,0,6862,6862,0,6642,0,16,0,0,0,342,342,0,33794,33794,0,47691,47691,0,5713,648418,485261,24169,0,0,0,2174,81,10321,10634,50119,0,6754,31346,4469,0,1633,0,21457,642705,0,0,0,ND
1970:Q3,755152,633751,633751,0,114930,3365,3365,0,4791,4791,0,7437,7437,0,5269,0,494,0,0,0,411,411,0,34893,34893,0,58270,58270,0,6471,755152,564921,28916,0,0,0,2429,85,12034,12875,59913,0,8577,36079,3328,0,1522,0,24473,748681,0,0,0,ND
1970:Q4,831233,702482,702482,0,122178,4819,4819,0,5168,5168,0,7360,7360,0,6141,0,641,0,0,0,530,530,0,34913,34913,0,62606,62606,0,6573,831233,617731,32658,0,0,0,2624,89,13200,14571,67087,0,10100,39683,4299,0,1982,0,27209,824660,0,0,0,ND
1971:Q1,920098,774797,774797,0,138014,5382,5382,0,5735,5735,0,8332,8332,0,6746,0,715,0,0,0,621,621,0,38317,38317,0,72166,72166,0,7287,920098,677526,35609,0,0,0,2863,91,14847,16889,76860,0,12058,46001,4810,0,1999,0,30545,912811,0,0,0,11.184313536560397
1971:Q2,918939,778662,778662,0,132791,5383,5383,0,6157,6157,0,7984,7984,0,7163,0,640,0,0,0,554,554,0,33238,33238,0,71672,71672,0,7486,918939,673299,35451,0,0,0,2925,94,14970,17425,78937,0,12798,46553,5066,0,1720,0,29701,911453,0,0,0,-0.1321590675202872
1971:Q3,911074,765605,765605,0,138251,5193,5193,0,6204,6204,0,9077,9077,0,7778,0,763,0,0,0,3875,3875,0,32606,32606,0,72755,72755,0,7218,911074,658901,35026,0,0,0,3033,89,15605,18539,83299,0,13942,46250,5491,0,1040,0,29859,903856,0,0,0,-0.8341378225640184
1971:Q4,974871,824038,824038,0,143192,5250,5250,0,5828,5828,0,9071,9071,0,7775,0,1056,0,0,0,3653,3653,0,36960,36960,0,73599,73599,0,7641,974871,707587,36422,0,0,0,3215,85,16600,20007,88651,0,15400,48621,5365,0,2107,0,30811,967230,0,0,0,3.832775480737674
1972:Q1,1034722,872231,872231,0,153712,5056,5056,0,6276,6276,0,9657,9657,0,8207,0,953,0,0,0,4766,4766,0,41500,41500,0,77297,77297,0,8779,1034722,748641,37700,0,0,0,3474,101,18225,22123,96231,0,17456,50367,5645,0,1246,0,33513,1025943,0,0,0,6.725238606914862
1972:Q2,1033232,875195,875195,0,148678,5382,5382,0,5652,5652,0,8871,8871,0,8227,0,824,0,0,0,3852,3852,0,40971,40971,0,74899,74899,0,9359,1033232,744860,37135,0,0,0,3614,108,18815,22773,97083,0,18513,49683,5626,0,1219,0,33803,1023873,0,0,0,-0.27243115190997835
1972:Q3,1058729,893709,893709,0,155404,5422,5422,0,4768,4768,0,10911,10911,0,8139,0,797,0,0,0,3332,3332,0,46786,46786,0,75249,75249,0,9616,1058729,764315,37755,0,0,0,3778,108,19740,23848,99365,0,19828,48696,5503,0,694,0,35099,1049113,0,0,0,1.7647524595680701
1972:Q4,1203281,1032948,1032948,0,159796,5501,5501,0,8255,8255,0,12927,12927,0,8450,0,911,0,0,0,2100,2100,0,54497,54497,0,67155,67155,0,10537,1203281,882122,39717,0,0,0,4045,108,21800,26528,107817,0,22200,51728,5746,0,2411,0,39059,1192744,0,0,0,6.043747629283082
1973:Q1,1117824,970789,970789,0,134763,4535,4535,0,6503,6503,0,10532,10532,0,8780,0,694,0,0,0,1264,1264,0,49359,49359,0,53096,53096,0,12272,1117824,812281,41532,0,0,0,4016,123,21031,25801,102259,0,21487,44730,5883,0,1087,0,37594,1105552,0,0,0,-8.13530096944905
1973:Q2,1033342,903834,903834,0,117621,3613,3613,0,5389,5389,0,8409,8409,0,9051,0,750,13,13,0,866,866,0,45562,45562,0,43968,43968,0,11887,1033342,744351,42579,0,0,0,3965,103,20101,24798,95599,0,20326,39622,5998,0,1348,0,34552,1021455,0,0,0,-8.662054092910413
1973:Q3,1104063,953723,953723,0,138629,3879,3879,0,6469,6469,0,10933,10933,0,9673,0,1030,15,15,0,1224,1224,0,52846,52846,0,52560,52560,0,11711,1104063,785638,48182,0,0,0,4208,121,22302,27955,104779,0,22451,43124,6481,0,917,0,37905,1092352,0,0,0,7.016450784281569
1973:Q4,938338,809566,809566,0,118746,2928,2928,0,5429,5429,0,9095,9095,0,9855,0,772,8,8,0,802,802,0,48320,48320,0,41537,41537,0,10026,938338,647173,46857,0,0,0,4041,157,19700,25448,93557,0,20200,38321,6603,0,2765,0,33516,928312,0,0,0,-11.982145775453501
1974:Q1,911785,784355,784355,0,116805,2952,2952,0,5092,5092,0,8069,8069,0,9797,0,790,8,8,0,746,746,0,48511,48511,0,40840,40840,0,10625,911785,612434,52182,0,0,0,4269,168,19749,26889,96863,0,21039,35632,6466,0,1852,0,34242,901160,0,0,0,-2.6458403444234353
1974:Q2,817463,723428,723428,0,84266,2150,2150,0,3688,3688,0,6055,6055,0,9495,0,676,5,5,0,534,534,0,33534,33534,0,28129,28129,0,9769,817463,537817,54194,0,0,0,4145,169,17119,25073,88565,0,19295,31723,6267,0,2553,0,30543,807694,0,0,0,-11.85200195487108
1974:Q3,610689,540503,540503,0,61798,1642,1642,0,2421,2421,0,4243,4243,0,8349,0,548,4,4,0,428,428,0,25180,25180,0,18983,18983,0,8388,610689,395668,44800,0,0,0,3612,168,12038,18863,66279,0,14477,23415,5238,0,2119,0,24012,602301,0,0,0,-25.621365787694394
1974:Q4,632492,557656,557656,0,65825,1597,1597,0,3056,3056,0,4799,4799,0,8954,0,846,1,1,0,557,557,0,26314,26314,0,19701,19701,0,9011,632492,391408,53476,0,0,0,3851,169,12800,21291,74755,0,16400,26347,5910,0,2164,0,23921,623481,0,0,0,7.328691162300249
1975:Q1,775904,684995,684995,0,79618,2166,2166,0,3554,3554,0,6086,6086,0,10078,0,811,3,3,0,967,967,0,31556,31556,0,24397,24397,0,11291,775904,485182,62821,0,0,0,4266,183,14759,25778,91897,0,20263,31972,6971,0,1504,0,30308,764613,0,0,0,23.7066775078768
1975:Q2,893211,791700,791700,0,90706,2218,2218,0,4168,4168,0,6762,6762,0,10675,0,826,2,2,0,1099,1099,0,36991,36991,0,27965,27965,0,10805,893211,556835,69226,0,0,0,4617,166,16322,29722,110006,0,24371,37097,7569,0,2184,0,35096,882406,0,0,0,15.046077585616674
1975:Q3,782809,701766,701766,0,71935,1845,1845,0,3215,3215,0,5169,5169,0,9511,0,610,1,1,0,915,915,0,28964,28964,0,21705,21705,0,9108,782809,486024,58781,0,0,0,4223,165,13760,25842,99892,0,22267,31770,6392,0,1647,0,32046,773701,0,0,0,-12.562933691990901
1975:Q4,839378,754897,754897,0,74896,1745,1745,0,3543,3543,0,5391,5391,0,8952,0,730,1,1,0,835,835,0,29458,29458,0,24241,24241,0,9585,839378,523873,60832,0,0,0,4295,179,14200,27450,107999,0,24300,33664,5819,0,3368,0,33399,829793,0,0,0,6.742261305164571
1976:Q1,968562,868276,868276,0,90401,2108,2108,0,3999,3999,0,6028,6028,0,10051,0,793,1,1,0,1788,1788,0,36089,36089,0,29544,29544,0,9885,968562,610222,68056,0,0,0,4525,242,15974,31541,123664,0,28204,38525,6793,0,1302,0,39514,958677,0,0,0,15.216476439456745
1976:Q2,987996,887750,887750,0,90604,2124,2124,0,3644,3644,0,5890,5890,0,9757,0,703,1,1,0,1643,1643,0,37211,37211,0,29631,29631,0,9642,987996,629097,67776,0,0,0,4416,234,16127,32124,123557,0,28717,38637,6424,0,1328,0,39559,978354,0,0,0,1.2540538147365077
1976:Q3,998860,897381,897381,0,92196,2189,2189,0,4267,4267,0,6399,6399,0,9602,0,793,1,1,0,1409,1409,0,34621,34621,0,32915,32915,0,9283,998860,640103,67108,0,0,0,4303,222,16451,32833,123523,0,29254,37434,6217,0,1292,0,40120,989577,0,0,0,0.6471359860078786
1976:Q4,1034228,927412,927412,0,97363,2722,2722,0,4362,4362,0,6689,6689,0,9319,0,838,1,1,0,1375,1375,0,37414,37414,0,34643,34643,0,9453,1034228,664031,67205,0,0,0,4329,214,16900,33685,125501,0,30100,37282,5964,0,1542,0,47475,1024775,0,0,0,3.634112433747493
1977:Q1,957603,857111,857111,0,90901,2689,2689,0,3858,3858,0,6354,6354,0,8673,0,802,1,1,0,1018,1018,0,34632,34632,0,32874,32874,0,9591,957603,608789,64801,0,0,0,4261,240,16107,31835,118706,0,28699,33004,5443,0,1405,0,44313,948012,0,0,0,-6.850908633591148
1977:Q2,986596,882073,882073,0,94700,2605,2605,0,4467,4467,0,6763,6763,0,8429,0,853,1,1,0,1049,1049,0,34287,34287,0,36246,36246,0,9823,986596,622067,69475,0,0,0,4502,239,16872,32878,123183,0,29936,34396,5431,0,1579,0,46038,976773,0,0,0,3.418053352235023
1977:Q3,947989,845309,845309,0,92428,2547,2547,0,4113,4113,0,7060,7060,0,7694,0,870,1,1,0,917,917,0,33666,33666,0,35560,35560,0,10252,947989,591498,69931,0,0,0,4604,236,16627,31839,120475,0,29322,32450,4924,0,1581,0,44502,937737,0,0,0,-3.4530401766772925
1977:Q4,922579,819176,819176,0,93293,2645,2645,0,4486,4486,0,6887,6887,0,7373,0,801,1,1,0,871,871,0,34066,34066,0,36163,36163,0,10110,922579,559025,72035,0,0,0,4711,245,17100,32299,123610,0,30000,31866,4719,0,1840,0,45129,912469,0,0,0,0.015775536649950572
1978:Q1,875995,773891,773891,0,91560,2739,2739,0,4392,4392,0,6690,6690,0,7050,0,761,1,1,0,831,831,0,34095,34095,0,35001,35001,0,10544,875995,525569,67468,0,0,0,4667,274,16698,31190,122074,0,29203,29615,4330,0,1673,0,43234,865451,0,0,0,-4.481799028830888
1978:Q2,943712,833210,833210,0,99772,3079,3079,0,6489,6489,0,5819,5819,0,7297,0,949,2,2,0,1011,1011,0,36420,36420,0,38706,38706,0,10730,943712,559106,72135,0,0,0,4814,271,18325,34051,137026,0,32043,31847,4486,0,2024,0,47584,932982,0,0,0,8.275439072433691
1978:Q3,1017253,895811,895811,0,109610,3292,3292,0,7287,7287,0,6303,6303,0,7599,0,957,3,3,0,1231,1231,0,40393,40393,0,42545,42545,0,11832,1017253,594913,77307,0,0,0,4927,279,20185,37208,154397,0,35155,34597,4676,0,2282,0,51327,1005421,0,0,0,8.511171389043213
1978:Q4,969619,856335,856335,0,102048,2977,2977,0,7041,7041,0,5930,5930,0,8039,0,911,2,2,0,946,946,0,37590,37590,0,38612,38612,0,11236,969619,567841,72345,0,0,0,4744,118,19400,35062,150308,0,33300,31659,5065,0,1918,0,47859,958383,0,0,0,-7.361710671619319
1979:Q1,1031598,910897,910897,0,108966,3181,3181,0,7675,7675,0,6435,6435,0,8056,0,883,2,2,0,1153,1153,0,38184,38184,0,43397,43397,0,11735,1031598,602005,76954,0,0,0,4847,120,21227,37316,162540,0,35504,32676,4995,0,2092,0,51322,1019863,0,0,0,8.110363362484696
1979:Q2,1051694,921144,921144,0,118528,3379,3379,0,8180,8180,0,7021,7021,0,7986,0,1052,2,2,0,1177,1177,0,40885,40885,0,48846,48846,0,12022,1051694,613786,78445,0,0,0,4825,119,22317,37698,165969,0,35908,32905,4951,0,2237,0,52534,1039672,0,0,0,3.069335712352523
1979:Q3,1121034,981163,981163,0,125784,3635,3635,0,8818,8818,0,6676,6676,0,7897,0,1026,2,2,0,1349,1349,0,42857,42857,0,53524,53524,0,14087,1121034,652390,83852,0,0,0,4867,120,24806,40247,178516,0,38316,34656,4896,0,2487,0,55881,1106947,0,0,0,7.156959046127803
1979:Q4,1147253,1014783,1014783,0,117667,3383,3383,0,8798,8798,0,5853,5853,0,7855,0,946,1,1,0,1284,1284,0,38957,38957,0,50590,50590,0,14803,1147253,684612,83307,0,0,0,4672,129,24800,38890,175437,0,37100,35436,4870,0,2566,0,55434,1132450,0,0,0,-0.10074240801581928
1980:Q1,1070027,956911,956911,0,98772,2852,2852,0,7516,7516,0,4553,4553,0,7366,0,836,1,1,0,1179,1179,0,32668,32668,0,41801,41801,0,14344,1070027,625258,80503,0,0,0,4251,131,23810,36239,167538,0,34654,37625,4377,0,2066,0,53575,1055683,0,0,0,-6.784711686093527
1980:Q2,1217285,1076609,1076609,0,123128,3604,3604,0,9262,9262,0,4902,4902,0,7429,0,954,1,1,0,1750,1750,0,40562,40562,0,54664,54664,0,17548,1217285,715648,91998,0,0,0,4306,121,27179,40387,190278,0,38460,41218,4416,0,2283,0,60991,1199737,0,0,0,13.558083096985483
1980:Q3,1361379,1214006,1214006,0,128290,3484,3484,0,9661,9661,0,4688,4688,0,7471,0,817,2,2,0,2446,2446,0,39351,39351,0,60370,60370,0,19083,1361379,806795,103136,0,0,0,4282,125,30079,43757,210012,0,41618,46798,4442,0,2745,0,67590,1342296,0,0,0,11.651818665568085
1980:Q4,1494924,1346523,1346523,0,129471,3380,3380,0,9711,9711,0,4829,4829,0,7920,0,702,2,2,0,2950,2950,0,40304,40304,0,59673,59673,0,18930,1494924,896643,113879,0,0,0,4150,117,32300,46271,223468,0,44300,51032,4910,0,3268,0,74586,1475994,0,0,0,7.97063571373663
1981:Q1,1507474,1351007,1351007,0,137584,3698,3698,0,11080,11080,0,5452,5452,0,8160,0,658,2,2,0,3061,3061,0,43255,43255,0,62218,62218,0,18883,1507474,899135,115801,0,0,0,3975,92,33097,47055,226132,0,45689,51633,4978,0,3053,0,76834,1488591,0,0,0,0.7439893492051094
1981:Q2,1481228,1315862,1315862,0,146949,4091,4091,0,12453,12453,0,5472,5472,0,7874,0,584,2,2,0,2450,2450,0,49311,49311,0,64712,64712,0,18417,1481228,879520,113383,0,0,0,3722,80,32959,46958,221214,0,46506,50616,4810,0,3384,0,78076,1462811,0,0,0,-1.6706241519674265
1981:Q3,1279659,1136139,1136139,0,128187,3584,3584,0,11135,11135,0,4834,4834,0,7199,0,436,2,2,0,2230,2230,0,43350,43350,0,55417,55417,0,15333,1279659,734663,101866,0,0,0,3474,82,30150,43006,202367,0,43646,43906,4247,0,2768,0,69484,1264326,0,0,0,-13.149345982463705
1981:Q4,1382028,1225637,1225637,0,139924,3870,3870,0,12034,12034,0,5186,5186,0,7068,0,502,2,2,0,2608,2608,0,46596,46596,0,62058,62058,0,16467,1382028,795965,109002,0,0,0,3418,66,32393,46160,218479,0,47800,46417,4170,0,3475,0,74683,1365561,0,0,0,6.4380523650326
1982:Q1,1238257,1090438,1090438,0,133775,3837,3837,0,13017,13017,0,5178,5178,0,6982,0,488,2,2,0,2142,2142,0,44633,44633,0,57496,57496,0,14044,1238257,674492,100296,0,0,0,3191,73,30158,42509,224417,0,45088,42934,3795,0,2750,0,68554,1224213,0,0,0,-10.304453290210223
1982:Q2,1209151,1073656,1073656,0,121982,3512,3512,0,10823,10823,0,4032,4032,0,6831,0,576,2,2,0,1944,1944,0,39712,39712,0,54550,54550,0,13513,1209151,645931,98889,0,0,0,3063,70,29310,40768,229366,0,44136,43063,3577,0,3274,0,67704,1195638,0,0,0,-2.476380341509919
1982:Q3,1326070,1172793,1172793,0,139584,3469,3469,0,12495,12495,0,4461,4461,0,7104,0,916,2,2,0,2501,2501,0,42485,42485,0,66151,66151,0,13693,1326070,686458,109408,0,0,0,3051,72,32921,45464,266987,0,50162,50043,3772,0,3283,0,74449,1312377,0,0,0,9.835307919973678
1982:Q4,1562485,1386479,1386479,0,158564,3428,3428,0,13786,13786,0,4893,4893,0,7488,0,1603,10,10,0,3803,3803,0,47871,47871,0,75682,75682,0,17442,1562485,837851,128675,0,0,0,3095,76,38500,52890,282916,0,60200,60919,4118,0,4921,0,88324,1545043,0,0,0,17.462513857532425
1983:Q1,1728634,1533804,1533804,0,175429,3710,3710,0,15866,15866,0,5640,5640,0,7344,0,1562,15,15,0,5179,5179,0,53503,53503,0,82610,82610,0,19401,1728634,916878,141890,0,0,0,3241,85,42304,57377,319549,0,68737,70587,4262,0,5099,0,98625,1709233,0,0,0,10.228094709938759
1983:Q2,1946581,1736716,1736716,0,186967,4115,4115,0,15379,15379,0,5808,5808,0,7669,0,1635,15,15,0,6394,6394,0,57516,57516,0,88436,88436,0,22898,1946581,1022313,158078,0,0,0,3442,86,47958,63874,361655,0,81807,84987,4569,0,7423,0,110389,1923683,0,0,0,11.977050860592735
1983:Q3,1914447,1709522,1709522,0,180636,4048,4048,0,14864,14864,0,5752,5752,0,7593,0,2089,16,16,0,4737,4737,0,57059,57059,0,84478,84478,0,24289,1914447,988741,158269,0,0,0,3543,83,48930,63867,354062,0,87559,87342,4451,0,7470,0,110130,1890158,0,0,0,-1.888709047273547
1983:Q4,1855966,1630514,1630514,0,199298,4395,4395,0,16063,16063,0,6556,6556,0,7441,0,1818,13,13,0,5040,5040,0,64062,64062,0,93910,93910,0,26154,1855966,930005,159277,0,0,0,3612,77,48112,62193,350266,0,89641,88931,4292,0,10005,0,109555,1829812,0,0,0,-1.947822921051734
1984:Q1,1749244,1527807,1527807,0,192636,3683,3683,0,13722,13722,0,5749,5749,0,7194,0,1357,9,9,0,3740,3740,0,55815,55815,0,101367,101367,0,28801,1749244,867350,156938,0,0,0,3639,79,45769,59286,323747,0,88715,85899,4068,0,8127,0,105627,1720443,0,0,0,-5.200682284958394
1984:Q2,1654360,1456011,1456011,0,173298,2980,2980,0,11487,11487,0,5456,5456,0,6987,0,1124,8,8,0,3330,3330,0,49166,49166,0,92760,92760,0,25051,1654360,805710,154115,0,0,0,3564,79,43229,56945,308011,0,87637,82832,3854,0,7653,0,100731,1629309,0,0,0,-3.8341962569921355
1984:Q3,1769217,1543237,1543237,0,200524,3647,3647,0,13208,13208,0,6566,6566,0,6780,0,1345,12,12,0,3953,3953,0,58731,58731,0,106282,106282,0,25456,1769217,839090,170467,0,0,0,3586,75,45688,61533,339365,0,96406,92559,3965,0,9111,0,107372,1743761,0,0,0,8.065142268014995
1984:Q4,1789165,1553653,1553653,0,209518,3851,3851,0,13827,13827,0,6974,6974,0,6384,0,1416,10,10,0,3729,3729,0,62715,62715,0,110612,110612,0,25994,1789165,835651,175013,0,0,0,3447,4,44658,60311,358978,0,96514,97111,3712,0,8914,0,104852,1763171,0,0,0,0.23261839982097487
1985:Q1,1936090,1671498,1671498,0,234268,4311,4311,0,15595,15595,0,8101,8101,0,6866,0,1483,13,13,0,4503,4503,0,70026,70026,0,123370,123370,0,30324,1936090,882999,187569,0,0,0,3625,69,48796,65348,408196,0,105957,105672,3923,0,10957,0,112979,1905766,0,0,0,9.269040722439938
1985:Q2,2044553,1744053,1744053,0,268102,4305,4305,0,18616,18616,0,8699,8699,0,7101,0,1997,15,15,0,5025,5025,0,82964,82964,0,139380,139380,0,32398,2044553,934893,197608,0,0,0,3804,74,52313,68622,419105,0,111742,119895,4030,0,12039,0,120428,2012155,0,0,0,6.34863450856826
1985:Q3,1923657,1642361,1642361,0,243558,4210,4210,0,17296,17296,0,8178,8178,0,7370,0,1803,13,13,0,4540,4540,0,74674,74674,0,125474,125474,0,37738,1923657,865657,186046,0,0,0,3715,85,50047,64158,398654,0,105134,120627,3813,0,10615,0,115106,1885919,0,0,0,-5.390729280427127
1985:Q4,2270405,1917631,1917631,0,308391,5739,5739,0,23816,23816,0,10386,10386,0,8280,0,2660,13,13,0,6763,6763,0,93385,93385,0,157349,157349,0,44383,2270405,1014295,214143,0,0,0,3681,90,56969,73983,494946,0,120071,137156,4210,0,14070,0,136791,2226022,0,0,0,15.68335096888661
1986:Q1,2572390,2137668,2137668,0,376350,6157,6157,0,31050,31050,0,12276,12276,0,10409,0,3451,21,21,0,10424,10424,0,114405,114405,0,188157,188157,0,58372,2572390,1145443,247091,0,0,0,4032,99,58656,79514,549920,0,135544,167512,5867,0,16599,0,162113,2514018,0,0,0,13.422245217560008
1986:Q2,2685845,2245424,2245424,0,376162,6842,6842,0,28405,28405,0,11172,11172,0,12164,0,4020,18,18,0,9921,9921,0,116445,116445,0,187175,187175,0,64259,2685845,1189856,264642,0,0,0,4675,80,59592,83286,556234,0,147760,178592,6827,0,16027,0,178274,2621586,0,0,0,4.985663316009853
1986:Q3,2454216,2032679,2032679,0,349494,7425,7425,0,26303,26303,0,11170,11170,0,12976,0,3558,24,24,0,9331,9331,0,104202,104202,0,174505,174505,0,72043,2454216,1069515,248845,0,86,0,5253,85,60265,75634,486489,0,140408,171286,6844,0,16727,0,172779,2382173,0,0,0,-8.425115900141604
1986:Q4,2682199,2241896,2241896,0,367904,9789,9789,0,30532,30532,0,12505,12505,0,14472,0,4357,27,27,0,10953,10953,0,121272,121272,0,163997,163997,0,72399,2682199,1230927,265538,0,219,0,5694,97,61163,76385,499172,0,150215,184410,7486,0,17721,0,183172,2609800,0,0,0,3.154866806751161
1987:Q1,3227855,2709357,2709357,0,426915,12435,12435,0,34176,34176,0,13337,13337,0,18309,0,5531,34,34,0,13100,13100,0,134750,134750,0,195243,195243,0,91583,3227855,1449383,321289,0,367,0,6707,105,62121,95617,622684,0,184755,227452,10722,0,18314,0,228339,3136272,0,0,0,20.317460317460327
1987:Q2,3298585,2784821,2784821,0,414084,11512,11512,0,31413,31413,0,13453,13453,0,20025,0,5064,72,72,0,11084,11084,0,132168,132168,0,189293,189293,0,99680,3298585,1421873,336338,0,500,0,7026,110,62974,100356,656616,0,196669,243473,12092,0,17614,0,242944,3198905,0,0,0,2.568207340758508
1987:Q3,3470639,2945570,2945570,0,417792,10800,10800,0,31942,31942,0,14137,14137,0,22067,0,5427,75,75,0,11533,11533,0,128411,128411,0,193400,193400,0,107277,3470639,1481749,357654,0,609,0,7290,101,63894,108905,693040,0,210476,253974,13111,0,20423,0,259413,3363362,0,0,0,5.526621429593571
1987:Q4,2710300,2287678,2287678,0,327922,8185,8185,0,26463,26463,0,10973,10973,0,21346,0,4419,68,68,0,7573,7573,0,101106,101106,0,147789,147789,0,94700,2710300,1189960,275803,0,687,0,6638,7,65056,87949,507411,0,170087,196632,10379,0,10685,0,189006,2615600,0,0,0,-23.773722950002842
1988:Q1,2882377,2420352,2420352,0,352015,12230,12230,0,25118,25118,0,12239,12239,0,25422,0,4757,105,105,0,9161,9161,0,110392,110392,0,152591,152591,0,110010,2882377,1295822,270421,0,796,0,7383,6,66358,94069,529276,0,188043,207680,11288,0,11495,0,199740,2772367,0,0,0,6.902015621897132
1988:Q2,3005328,2516095,2516095,0,383500,12675,12675,0,26655,26655,0,13075,13075,0,31986,0,5705,101,101,0,9180,9180,0,125158,125158,0,158965,158965,0,105733,3005328,1376542,266069,0,1000,0,7875,14,67697,97859,541172,0,196898,215376,12278,0,11075,0,211473,2899595,0,0,0,5.638653998722896
1988:Q3,2972099,2460529,2460529,0,403064,12724,12724,0,28846,28846,0,13824,13824,0,37918,0,6053,119,119,0,8449,8449,0,132881,132881,0,162250,162250,0,108506,2972099,1405668,245024,0,1297,0,8186,14,69308,98828,496969,5,204078,205769,13236,0,11881,0,211836,2863593,0,0,0,-0.8418661733189243
1988:Q4,3075619,2559333,2559333,0,387624,12172,12172,0,32871,32871,0,13334,13334,0,43176,0,6230,118,118,0,8131,8131,0,129590,129590,0,142002,142002,0,128662,3075619,1525881,230344,0,1688,0,8437,6,71424,92860,486477,7,212634,205473,14342,0,12233,0,213813,2946957,0,0,0,1.1730281120343446
1989:Q1,3226081,2670653,2670653,0,421807,12140,12140,0,36677,36677,0,15806,15806,0,44532,0,7346,109,109,0,8822,8822,0,140728,140728,0,155647,155647,0,133621,3226081,1593387,243434,0,2110,0,11067,7,74344,93225,516157,18,225318,214570,13068,0,12566,0,226810,3092460,0,0,0,6.450800096405959
1989:Q2,3441756,2837245,2837245,0,466678,13014,13014,0,41422,41422,0,19596,19596,0,45834,0,9460,106,106,0,9792,9792,0,159915,159915,0,167539,167539,0,137833,3441756,1675815,261289,0,2500,0,11260,8,78367,97437,550139,27,251759,237550,14189,0,13423,0,247993,3303923,0,0,0,7.613539297512582
1989:Q3,3736453,3057566,3057566,0,507176,13605,13605,0,47421,47421,0,21078,21078,0,50042,0,18544,88,88,0,10539,10539,0,171692,171692,0,174167,174167,0,171711,3736453,1808312,285558,0,2875,0,11346,8,82064,103076,607148,42,270927,259737,15530,0,14081,0,275749,3564742,0,0,0,9.233314525615144
1989:Q4,3812955,3140008,3140008,0,475602,10651,10651,0,46062,46062,0,20645,20645,0,52489,0,16974,76,76,0,9363,9363,0,149849,149849,0,169493,169493,0,197345,3812955,1886378,287674,0,3250,0,11207,8,84005,85382,599629,55,277832,270649,17099,0,14078,0,275709,3615610,0,0,0,-0.19786030712121266
1990:Q1,3613254,3006907,3006907,0,443469,9898,9898,0,42940,42940,0,19025,19025,0,55110,0,16839,60,60,0,9080,9080,0,137635,137635,0,152882,152882,0,162878,3613254,1773060,278230,0,3625,0,10436,8,84005,80202,573647,89,267614,254332,17212,0,9884,0,260910,3450376,0,0,0,-4.281436775559378
1990:Q2,3779525,3136251,3136251,0,452384,9143,9143,0,45066,45066,0,19778,19778,0,53156,0,19441,45,45,0,9304,9304,0,134760,134760,0,161691,161691,0,190890,3779525,1831014,294621,0,4000,0,10030,9,81878,88636,607628,123,282130,280257,16593,0,12863,0,269743,3588635,0,0,0,4.6101067372138305
1990:Q3,3177324,2654774,2654774,0,355922,6250,6250,0,36425,36425,0,15744,15744,0,52398,0,14162,28,28,0,6662,6662,0,96713,96713,0,127540,127540,0,166628,3177324,1506352,253215,0,4375,0,8747,8,79798,75687,515493,142,250979,227514,16000,0,8971,0,230043,3010696,0,0,0,-15.916212325186816
1990:Q4,3531306,2956992,2956992,0,376718,5826,5826,0,40125,40125,0,16308,16308,0,52880,0,15928,14,14,0,6737,6737,0,102940,102940,0,135960,135960,0,197596,3531306,1705347,274682,0,4750,0,6227,8,79940,83854,572836,340,284569,250395,16188,0,9555,0,242615,3333710,0,0,0,7.710794834927448
