1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q1,1564,1564,127,1437,0,0,1564,918,52,0,3,414,0,1,0,154,50,0,50,0,0,0,0,0,-78,0,0
1953:Q2,1158,1158,-128,1286,0,0,1158,868,68,0,30,-15,9,1,0,179,15,0,53,0,0,0,0,0,-50,0,0
1953:Q3,1416,1416,214,1202,0,0,1416,799,88,0,59,168,5,1,0,200,40,0,56,0,0,0,0,0,0,0,0
1953:Q4,1217,1217,-44,1261,0,0,1217,331,-16,0,90,158,7,1,0,215,40,0,61,0,0,0,0,0,330,0,0
1954:Q1,1504,1504,189,1315,0,0,1504,513,-42,0,91,635,-4,1,0,212,165,0,63,0,0,0,0,0,-130,0,0
1954:Q2,1350,1350,-104,1454,0,0,1350,292,-41,0,57,583,-6,2,0,203,194,0,66,0,0,0,0,0,0,0,0
1954:Q3,1510,1510,159,1351,0,0,1510,568,75,0,27,448,-4,2,0,190,134,0,70,0,0,0,0,0,0,0,0
1954:Q4,1287,1287,-134,1421,0,0,1287,718,-25,0,-1,279,6,1,0,180,55,0,74,0,0,0,0,0,0,0,0
1955:Q1,1492,1492,105,1387,0,0,1492,520,93,0,-11,474,12,1,0,185,138,0,80,0,0,0,0,0,0,0,0
1955:Q2,1112,1112,-188,1300,0,0,1112,1025,-6,0,-1,-217,31,0,0,194,0,0,86,0,0,0,0,0,0,0,0
1955:Q3,1401,1401,202,1199,0,0,1401,851,150,0,8,43,24,0,0,203,32,0,90,0,0,0,0,0,0,0,0
1955:Q4,1029,1029,-91,1120,0,0,1029,814,10,0,16,-150,16,0,0,210,22,0,91,0,0,0,0,0,0,0,0
1956:Q1,1235,1235,156,1079,0,0,1235,395,275,0,16,119,-20,1,0,201,155,0,93,0,0,0,0,0,0,0,0
1956:Q2,921,921,-149,1070,0,0,921,867,-161,0,8,44,-14,1,0,188,-7,0,95,0,0,0,0,0,-100,0,0
1956:Q3,1185,1185,192,993,0,0,1185,872,-38,0,-4,134,-17,2,0,173,65,0,98,0,0,0,0,0,-100,0,0
1956:Q4,824,824,-105,929,0,0,824,592,47,0,-19,-65,-15,2,0,159,22,0,101,0,0,0,0,0,0,0,0
1957:Q1,1063,1063,150,913,0,0,1063,637,77,0,-15,176,9,2,0,157,16,0,104,0,0,0,0,0,-100,0,0
1957:Q2,911,911,-166,1077,0,0,911,275,-16,0,9,240,0,2,0,160,33,0,108,0,0,0,0,0,100,0,0
1957:Q3,1356,1356,247,1109,0,0,1356,714,107,0,40,195,-2,2,0,165,26,0,109,0,0,0,0,0,0,0,0
1957:Q4,1177,1177,-56,1233,0,0,1177,325,-31,0,76,413,-15,2,0,171,28,0,108,0,0,0,0,0,100,0,0
1958:Q1,1460,1460,211,1249,0,0,1460,531,-262,0,76,629,-3,2,0,169,84,0,109,0,0,0,0,0,125,0,0
1958:Q2,1143,1143,-116,1259,0,0,1143,-1065,465,0,39,1304,0,2,0,167,74,0,112,0,0,0,0,0,45,0,0
1958:Q3,1541,1541,298,1243,0,0,1541,477,297,0,18,547,-1,2,0,169,79,0,108,0,0,0,0,0,-155,0,0
1958:Q4,1306,1306,22,1284,0,0,1306,822,-21,0,14,154,-4,2,0,176,68,0,95,0,0,0,0,0,0,0,0
1959:Q1,1578,1578,263,1315,0,0,1578,845,0,0,8,230,-1,0,0,204,147,0,85,0,0,0,0,0,60,0,0
1959:Q2,1258,1258,-50,1308,0,0,1258,608,51,0,2,146,0,0,0,237,163,0,76,0,0,0,0,0,-25,0,0
1959:Q3,1939,1939,561,1378,0,0,1939,990,446,0,-9,92,0,0,0,265,157,0,68,0,0,0,0,0,-70,0,0
1959:Q4,1067,1067,-371,1438,0,0,1067,1304,-661,0,-24,-68,1,-2,0,284,52,0,59,0,0,0,0,0,122,0,0
1960:Q1,1587,1587,150,1437,0,0,1587,610,655,0,-26,-25,-1,1,0,261,84,0,54,0,0,0,0,0,-26,0,0
1960:Q2,1105,1105,-169,1274,0,0,1105,1100,-270,0,-14,-243,-1,1,0,227,73,0,51,0,0,0,0,0,181,0,0
1960:Q3,1571,1571,394,1177,0,0,1571,431,369,0,14,384,-3,1,0,192,153,0,37,0,0,0,0,0,-7,0,0
1960:Q4,1047,1047,-91,1138,0,0,1047,504,-166,0,59,446,-2,0,0,165,78,0,13,0,0,0,0,0,-50,0,0
1961:Q1,1449,1449,363,1086,0,0,1449,-238,398,0,59,894,4,1,0,190,105,0,-7,0,0,0,0,0,43,0,0
1961:Q2,830,830,-337,1167,0,0,830,841,2,0,18,-333,3,1,0,227,35,0,-25,0,0,0,0,0,61,0,0
1961:Q3,1768,1768,392,1376,0,0,1768,-430,409,0,-17,1526,9,1,0,265,80,0,-44,0,0,0,0,0,-31,0,0
1961:Q4,1331,1331,-182,1513,0,0,1331,1326,-796,0,-44,694,-13,0,0,291,80,0,-67,0,0,0,0,0,-140,0,0
1962:Q1,1688,1688,208,1480,0,0,1688,-1037,981,0,-51,1326,36,0,0,224,151,0,-88,0,0,0,0,0,146,0,0
1962:Q2,1166,1166,-166,1332,0,0,1166,-85,-307,0,-33,1399,48,0,0,217,-15,0,-117,0,0,0,0,0,59,0,0
1962:Q3,1349,1349,-55,1404,0,0,1349,468,-13,0,-37,909,6,0,0,208,49,0,-128,0,0,0,0,0,-113,0,0
1962:Q4,1248,1248,2,1246,0,0,1248,235,-359,0,-69,1331,-13,-1,0,199,-47,0,-126,0,0,0,0,0,98,0,0
1963:Q1,1176,1176,-174,1350,0,0,1176,-422,669,0,-80,823,-5,4,0,193,3,0,-122,0,0,0,0,0,113,0,0
1963:Q2,1748,1748,438,1310,0,0,1748,-23,400,0,-59,1465,-21,7,0,191,-90,0,-129,0,0,0,0,0,7,0,0
1963:Q3,1175,1175,59,1116,0,0,1175,-514,805,0,-48,1131,-43,7,0,176,-63,0,-127,0,0,0,0,0,-149,0,0
1963:Q4,1141,1141,123,1018,0,0,1141,966,-784,0,-52,1006,-19,3,0,147,-24,0,-122,0,0,0,0,0,20,0,0
1964:Q1,1137,1137,34,1103,0,0,1137,381,37,0,-53,772,-4,1,0,116,-9,0,-110,0,0,0,0,0,6,0,0
1964:Q2,1771,1771,533,1238,0,0,1771,637,514,0,-38,644,1,0,0,83,-41,0,-105,0,0,0,0,0,76,0,0
1964:Q3,1812,1812,397,1415,0,0,1812,1026,-547,0,-18,1263,16,0,0,73,20,0,-98,0,0,0,0,0,77,0,0
1964:Q4,1400,1400,-203,1603,0,0,1400,716,-111,0,-2,834,-3,-1,0,86,-48,0,-91,0,0,0,0,0,20,0,0
1965:Q1,1501,1501,-200,1701,0,0,1501,-1083,1209,0,-2,1348,-1,2,0,79,-28,0,-80,0,0,0,0,0,57,0,0
1965:Q2,2197,2197,620,1577,0,0,2197,21,566,0,-14,1628,1,2,0,52,-72,0,-72,0,0,0,0,0,85,0,0
1965:Q3,2047,2047,403,1644,0,0,2047,1123,-269,0,-18,1342,9,3,0,81,-79,0,-64,0,0,0,0,0,-81,0,0
1965:Q4,1492,1492,-205,1697,0,0,1492,1616,-586,0,-22,732,5,5,0,167,-65,0,-59,0,0,0,0,0,-301,0,0
1966:Q1,1445,1445,-232,1677,0,0,1445,1135,-532,0,-26,947,-6,7,0,77,9,0,-46,0,0,0,0,0,-120,0,0
1966:Q2,2299,2299,776,1523,0,0,2299,1112,-8,0,-22,976,-7,10,0,162,-173,0,-36,0,0,0,0,0,285,0,0
1966:Q3,1383,1383,185,1198,0,0,1383,280,446,0,-7,812,15,10,0,197,-46,0,-30,0,0,0,0,0,-294,0,0
1966:Q4,1109,1109,-68,1177,0,0,1109,2093,-867,0,13,-455,14,7,0,255,-60,0,-32,0,0,0,0,0,141,0,0
1967:Q1,1232,1232,-110,1342,0,0,1232,-1473,-294,0,8,2393,10,5,0,328,-43,0,-20,0,0,0,0,0,318,0,0
1967:Q2,2321,2321,943,1378,0,0,2321,-1357,-23,0,3,3473,29,3,0,417,-60,0,-19,0,0,0,0,0,-145,0,0
1967:Q3,2124,2124,816,1308,0,0,2124,932,-216,0,-9,1167,43,2,0,420,-28,0,-18,0,0,0,0,0,-169,0,0
1967:Q4,1474,1474,174,1300,0,0,1474,-1054,194,0,-2,1937,26,1,0,337,16,0,-18,0,0,0,0,0,37,0,0
1968:Q1,1485,1485,74,1411,0,0,1485,-1071,990,0,-40,1336,-3,2,0,262,30,0,31,0,0,0,0,0,-52,0,0
1968:Q2,2149,2149,353,1796,0,0,2149,1033,-549,0,59,1279,-17,2,0,194,-2,0,-65,0,0,0,0,0,215,0,0
1968:Q3,1996,1996,-325,2321,0,0,1996,-445,-540,0,5,2808,-18,2,0,182,-4,0,12,0,0,0,0,0,-6,0,0
1968:Q4,2813,2813,41,2772,0,0,2813,-1131,581,0,22,3194,-13,29,0,223,25,0,-2,0,0,0,0,0,-115,0,0
1969:Q1,3671,3671,863,2808,0,0,3671,3545,-182,0,24,192,-1,8,0,248,36,0,4,0,0,0,0,0,-203,0,0
1969:Q2,3540,3540,1076,2464,0,0,3540,2231,-300,0,57,1324,-4,8,0,257,-6,0,-18,0,0,0,0,0,-9,0,0
1969:Q3,2711,2711,639,2072,0,0,2711,3036,-250,0,3,-353,-4,8,0,277,0,0,-20,0,0,0,0,0,14,0,0
1969:Q4,1464,1464,188,1276,0,0,1464,1942,-250,0,-19,-529,11,7,0,311,-3,0,-17,0,0,0,0,0,11,0,0
1970:Q1,2140,2140,309,1831,0,0,2140,835,-125,0,-28,987,-39,6,0,317,14,0,-23,0,0,0,0,0,196,0,0
1970:Q2,3340,3340,937,2403,0,0,3340,148,375,0,86,2730,23,3,0,297,-6,0,-149,0,0,0,0,0,-167,0,0
1970:Q3,2584,2584,106,2478,0,0,2584,315,-1125,0,2,2780,-3,5,0,371,43,0,-26,0,0,0,0,0,222,0,0
1970:Q4,3919,3919,991,2928,0,0,3919,-1398,250,0,88,3984,210,9,0,540,34,0,-101,0,0,0,0,0,303,0,0
1971:Q1,4245,4245,1134,3111,0,0,4245,-1047,250,0,-21,4498,-182,56,0,700,8,0,8,0,0,0,0,0,-25,0,0
1971:Q2,4240,4220,824,3396,0,20,4240,278,250,0,-32,3268,-17,13,0,854,25,0,2,0,0,0,0,0,-401,0,0
1971:Q3,3942,3909,610,3299,0,33,3942,189,250,0,-46,2132,8,-25,0,942,27,0,8,0,0,0,0,0,457,0,0
1971:Q4,3724,3691,-85,3776,0,33,3724,-594,250,0,-153,3105,-2,-27,0,964,-3,0,102,0,0,0,0,0,82,0,0
1972:Q1,4155,4115,471,3644,0,40,4155,589,250,0,-128,2621,-9,54,0,1027,-12,0,77,0,0,0,0,0,-314,0,0
1972:Q2,3551,3384,-484,3868,0,167,3551,350,250,0,-280,1803,-20,27,0,1131,0,0,237,0,0,0,0,0,53,0,0
1972:Q3,3584,3411,204,3207,0,173,3584,272,250,0,213,2186,-15,-4,0,1137,11,0,-343,0,0,0,0,0,-123,0,0
1972:Q4,2876,2708,-139,2847,0,168,2876,501,250,0,-104,1002,12,-8,0,1044,5,0,-94,0,0,0,0,0,268,0,0
1973:Q1,3548,3166,377,2789,61,321,3548,2027,250,0,225,816,-1,3,0,987,-35,0,-407,0,0,0,0,0,-317,0,0
1973:Q2,3667,3049,-285,3334,83,535,3667,914,625,0,-5,1116,-1,3,0,967,42,0,-86,0,0,0,0,0,92,0,0
1973:Q3,4059,3459,301,3158,111,489,4059,2653,-375,0,-91,752,26,27,0,900,22,0,114,0,0,0,0,0,31,0,0
1973:Q4,4705,4109,-78,4187,145,451,4705,962,-637,0,100,2994,2,27,0,788,16,0,41,0,0,0,0,0,412,0,0
1974:Q1,4509,3920,-47,3967,178,411,4509,1493,531,0,-18,2046,24,90,0,656,73,0,154,0,0,0,0,0,-540,0,0
1974:Q2,4633,4000,608,3392,209,424,4633,1370,-11,0,404,2550,32,91,0,508,92,0,-401,0,0,0,0,0,-2,0,0
1974:Q3,4169,3597,1633,1964,241,331,4169,4495,35,0,87,-876,24,66,0,476,41,0,-196,0,0,0,0,0,17,0,0
1974:Q4,1995,1241,515,726,272,482,1995,-230,61,0,51,1734,-30,-35,0,560,49,0,-265,0,0,0,0,0,100,0,0
1975:Q1,2168,1435,231,1204,303,430,2168,1624,390,0,-24,-121,18,25,0,594,29,0,-194,0,0,0,0,0,-173,0,0
1975:Q2,4081,2936,744,2192,334,811,4081,456,1067,0,-94,1962,32,12,0,579,87,0,-61,0,0,0,0,0,41,0,0
1975:Q3,2669,1702,-1715,3417,366,601,2669,2118,-1877,0,731,427,13,38,0,645,382,0,178,0,0,0,0,0,14,0,0
1975:Q4,6039,4884,481,4403,397,758,6039,1632,-573,0,1770,989,-30,37,0,793,343,0,1034,0,0,0,0,0,44,0,0
1976:Q1,4135,3397,-1533,4930,431,307,4135,2948,-762,0,1162,-1950,-28,143,0,1363,506,0,253,0,0,0,0,0,500,0,0
1976:Q2,9707,8761,1758,7003,444,502,9707,4117,-610,0,869,3332,10,82,0,614,182,0,957,0,23,0,0,0,131,0,0
1976:Q3,4286,2906,-976,3882,507,873,4286,1088,510,0,348,390,6,98,0,1209,210,0,233,0,88,0,0,0,106,0,0
1976:Q4,2792,1371,-3316,4687,618,803,2792,-2103,244,0,-7,1420,14,121,0,2220,188,0,-23,0,414,0,0,0,304,0,0
1977:Q1,4468,2494,-3326,5820,753,1221,4468,508,-124,0,-257,1363,-80,-61,0,3112,118,0,-488,0,459,0,0,0,-82,0,0
1977:Q2,12570,9509,2226,7283,910,2151,12570,4586,292,0,-143,4327,12,-58,0,1718,93,0,756,0,419,0,0,0,539,0,29
1977:Q3,6889,4327,-352,4679,928,1634,6889,-1132,672,0,416,3323,137,18,0,2718,225,0,-72,0,472,0,0,0,84,0,28
1977:Q4,5817,3344,-1463,4807,809,1664,5817,1996,-698,0,563,586,-21,19,0,3163,21,0,-12,0,280,0,0,0,-109,0,29
1978:Q1,9722,7689,-1683,9372,708,1325,9722,5891,-735,0,639,318,-34,100,0,3680,-49,0,-158,0,432,0,0,0,-390,0,28
1978:Q2,15297,12538,1543,10995,623,2136,15297,7390,794,0,-213,3263,-57,92,0,3401,-59,0,346,0,53,0,0,0,258,0,29
1978:Q3,12803,10016,468,9548,608,2179,12803,5565,547,0,-178,3313,-19,64,0,3661,130,0,-64,0,143,0,0,0,-387,0,28
1978:Q4,13434,10749,256,10493,661,2024,13434,8005,-365,0,-930,3051,-23,64,0,2799,329,0,283,0,-100,0,0,0,292,0,29
1979:Q1,9251,6228,-1184,7412,698,2325,9251,5152,274,0,-781,1889,-10,-159,0,2835,-312,0,122,0,330,0,0,0,-122,0,33
1979:Q2,10559,7524,831,6693,720,2315,10559,7460,-265,0,-76,1459,24,-116,0,1451,-1,0,-206,0,647,0,0,0,149,0,33
1979:Q3,11071,7691,1623,6068,736,2644,11071,4288,-617,0,56,3883,19,16,0,2836,151,0,13,0,409,0,0,0,-16,0,33
1979:Q4,8425,4976,-293,5269,746,2703,8425,2357,455,0,351,1939,33,15,0,2758,188,0,30,0,-30,0,0,0,296,0,33
1980:Q1,6682,3824,-1285,5109,739,2119,6682,334,3257,0,248,609,31,-33,0,2542,34,0,191,756,-244,0,0,0,-1076,0,33
1980:Q2,9945,6351,1301,5050,717,2877,9945,2608,163,0,318,3533,75,-12,0,1727,-124,0,-76,903,167,0,0,0,630,0,33
1980:Q3,10051,6568,1474,5094,764,2719,10051,2144,-559,0,55,5160,48,-17,0,1882,128,0,-104,810,489,0,0,0,-20,0,35
1980:Q4,8580,4551,247,4304,880,3149,8580,1325,2043,0,-401,3356,2,-53,0,1571,235,0,138,-502,41,0,0,0,791,0,34
1981:Q1,8786,4819,254,4565,934,3033,8786,12851,-4341,0,-134,-921,1,-80,0,1074,131,0,-139,712,412,0,0,0,-813,0,33
1981:Q2,9993,5095,440,4655,929,3969,9993,8015,-1822,0,-162,1235,-37,-113,0,1092,124,0,75,684,499,0,0,0,370,0,33
1981:Q3,13628,9396,1495,7901,1097,3135,13628,8333,787,0,213,2773,-3,-115,0,1163,88,0,-136,267,524,0,0,0,-300,0,34
1981:Q4,11806,7072,-1051,8123,1440,3294,11806,111,6620,0,214,2630,-32,-92,0,61,107,0,-3,765,154,0,0,0,1238,0,33
1982:Q1,13210,7810,-778,8588,1760,3640,13210,12355,-1748,0,459,-590,-28,-31,0,764,350,0,-205,2866,116,0,0,0,-1131,0,33
1982:Q2,17367,11989,3810,8179,2054,3324,17367,17136,-2150,0,3,-1156,-18,7,0,1198,375,0,197,824,359,0,0,0,558,0,34
1982:Q3,17123,10549,3074,7475,2272,4302,17123,10606,1564,0,4,-266,-4,19,0,703,365,0,-298,3541,179,0,0,0,677,0,33
1982:Q4,16696,10405,625,9780,2414,3877,16696,1829,3906,0,-222,6312,0,5,0,380,806,0,-419,1695,851,0,0,0,1520,0,33
1983:Q1,12861,7698,-3033,10731,2709,2454,12861,11373,2262,0,168,-4904,0,1,0,176,172,0,-768,3704,1821,0,0,131,-1309,0,34
1983:Q2,22400,16363,1850,14513,3154,2883,22400,18163,1645,0,-297,1215,-115,1,0,-156,633,0,120,-763,1210,0,0,209,502,0,33
1983:Q3,16394,11249,-6,11255,3072,2073,16394,14556,-1844,0,252,1843,100,1,0,-241,170,0,-60,322,1245,0,0,224,-207,0,33
1983:Q4,15402,10916,-292,11208,2465,2021,15402,1318,4027,0,449,5465,-82,-3,0,-80,-36,0,-423,334,1363,0,0,178,2858,0,34
1984:Q1,14986,10618,-2754,13372,2368,2000,14986,8440,5304,0,499,-793,-12,1,0,-586,-972,0,151,4474,1079,0,0,144,-2776,0,33
1984:Q2,20681,16181,458,15723,2281,2219,20681,19407,-546,0,289,-395,-50,1,0,-553,-302,0,113,1173,1712,0,0,125,-326,0,33
1984:Q3,20976,16049,-521,16570,2563,2364,20976,16034,-2362,0,-61,5369,65,1,0,-420,-268,0,-196,48,1045,0,0,113,1574,0,34
1984:Q4,18854,1936,-839,2775,2959,13959,18854,318,1819,0,334,8101,-94,0,0,-366,269,0,-534,1360,1442,0,0,108,6064,0,33
1985:Q1,25310,21146,-2850,23996,2464,1700,25310,27389,-4207,0,-366,-4743,-2,16,0,201,178,0,16,10482,2499,200,0,94,-6497,0,50
1985:Q2,29988,23110,233,22877,2378,4500,29988,13010,8382,0,-499,2011,12,-2,0,580,23,0,-272,974,4460,200,0,72,987,0,50
1985:Q3,31691,24454,4937,19517,1837,5400,31691,16475,-4545,0,994,10842,-16,-8,0,1653,130,0,-53,1643,3563,250,0,78,635,0,50
1985:Q4,121167,86683,-117,86800,23484,11000,121167,47913,3459,0,460,49758,-71,-6,0,1072,664,0,-97,-623,4386,300,0,113,13789,0,50
1986:Q1,-4106,1530,-1389,2919,-2636,-3000,-4106,4004,-5042,0,217,-17827,0,0,0,2484,315,0,-190,15981,6880,250,0,153,-11381,0,50
1986:Q2,26854,30431,4223,26208,-305,-3272,26854,13344,4784,0,264,-5371,0,0,0,3153,768,0,258,3867,6092,250,0,199,-804,0,50
1986:Q3,15611,16041,-2962,19003,806,-1236,15611,-13394,-1169,0,226,8908,0,0,0,3757,857,0,-161,5533,8089,250,0,192,2473,0,50
1986:Q4,21540,24760,2,24758,-827,-2393,21540,13915,910,0,103,-14408,0,0,0,4295,11,0,-326,2260,7910,300,0,135,6385,0,50
1987:Q1,28661,28483,-1724,30207,-33,211,28661,23885,-1747,0,29,-10944,0,0,0,5204,-1001,0,-156,6456,10981,241,0,25,-4362,0,50
1987:Q2,16113,17467,-5961,23428,-151,-1203,16113,28574,-3314,0,2,-6972,0,-2,0,6484,286,0,53,-3520,-2041,217,0,172,-3876,0,50
1987:Q3,24488,24777,3521,21256,-240,-49,24488,27281,-709,0,-65,-5458,0,0,0,6347,-736,0,41,-1795,-537,293,0,162,-386,0,50
1987:Q4,22330,22078,3336,18742,125,127,22330,27105,79,0,-176,-5763,0,2,0,4793,658,0,161,-3411,-1771,520,0,-184,267,0,50
1988:Q1,8779,9145,-1429,10574,105,-471,8779,7981,-313,0,-166,-7277,0,11,0,3497,-105,0,-141,8688,-1789,643,0,-20,-2280,0,50
1988:Q2,11741,11219,-1892,13111,107,415,11741,15824,-2960,0,-39,-5299,0,19,0,2461,-528,0,75,-4305,3945,1082,0,47,1369,0,50
1988:Q3,16488,16020,3699,12321,704,-236,16488,16658,-79,0,86,-2814,0,18,0,1806,-523,0,-120,-701,1496,1179,0,-160,-408,0,50
1988:Q4,18379,17327,1584,15743,575,477,18379,18098,782,0,202,-7128,0,7,0,1531,-373,0,-89,586,2262,1322,0,616,513,0,50
1989:Q1,7503,8579,-1203,9782,-293,-783,7503,-1142,6137,0,226,-3915,0,-1,0,691,-302,0,-66,2029,5506,1068,0,-189,-2589,0,50
1989:Q2,7119,7409,-1486,8895,246,-536,7119,6055,1717,0,159,-4717,0,-10,0,23,-15,0,-64,-1297,2280,861,0,-49,2126,0,50
1989:Q3,17919,17367,5238,12129,954,-402,17919,10076,3349,0,98,-3060,0,-11,0,-194,154,0,-67,2932,3924,1826,0,73,-1231,0,50
1989:Q4,17295,14249,758,13491,2244,802,17295,15006,4354,0,45,-6254,0,-9,0,186,43,0,-68,313,1327,849,0,142,1311,0,50
1990:Q1,17696,18076,-1410,19486,167,-547,17696,15169,-7714,0,55,-3486,0,0,0,442,305,0,211,7827,4716,822,0,234,-935,0,50
1990:Q2,12289,11141,-1579,12720,813,335,12289,14611,-726,0,129,-5918,0,5,0,568,1681,0,7,-1397,2457,-155,0,413,564,0,50
1990:Q3,10299,9981,6049,3932,570,-252,10299,-97,1891,0,229,-1263,0,3,0,606,879,0,-241,3023,3937,480,0,139,663,0,50
1990:Q4,8537,6981,-115,7096,1429,127,8537,6102,-1131,0,354,-5324,0,-7,0,554,510,0,228,4491,1336,873,0,-4,505,0,50
1991:Q1,13159,13651,224,13427,-199,-293,13159,-4081,809,0,313,-4314,0,-17,0,-1852,1736,0,-109,7338,12623,2104,0,-183,-1258,0,50
1991:Q2,20188,18081,-155,18236,1430,677,20188,20565,-25,0,104,-4664,0,-30,0,-3561,-2734,0,123,-3437,8336,3008,0,-60,2513,0,50
1991:Q3,30297,28455,6948,21507,2102,-260,30297,16182,11187,0,-93,-3291,0,-29,0,-3393,598,0,62,-1175,7757,3172,0,-16,-714,0,50
1991:Q4,29816,30625,-146,30771,484,-1293,29816,2412,8176,0,-280,-2453,0,-19,0,-1352,-1713,0,70,3868,17481,3008,0,-445,1013,0,50
1992:Q1,3374,1948,-4974,6922,1076,350,3374,-812,-11496,0,-343,-2625,0,-8,0,437,-90,0,-65,6717,9118,3998,0,75,-1582,0,50
1992:Q2,11638,9642,-2762,12404,1233,763,11638,-7722,7556,0,-284,-1851,0,0,0,1964,149,0,-20,-3361,9119,3765,0,19,2254,0,50
1992:Q3,14218,13595,11456,2139,-384,1007,14218,600,-894,0,-249,154,0,-10,0,2650,478,0,-156,-1613,10364,3555,0,45,-756,0,50
1992:Q4,-5908,-8544,-4793,-3751,455,2181,-5908,-33497,5829,0,-249,-1689,0,-31,0,2495,654,0,67,3678,11817,2951,0,68,1949,0,50
1993:Q1,19387,17657,517,17140,688,1042,19387,-3940,-1319,0,-245,-1547,0,-52,0,2624,129,0,15,5247,16978,3018,0,-163,-1409,0,50
1993:Q2,28290,25679,-255,25934,1233,1378,28290,-6612,2587,0,-250,820,0,-92,0,3034,1073,0,157,-2644,22722,3018,0,-20,4447,0,50
1993:Q3,16988,15068,3782,11286,-72,1992,16988,-14129,9069,0,-248,2583,0,-77,0,3155,1394,0,605,2688,9391,3018,0,-376,-135,0,50
